Date,FT,Season,Time,Transect,Plants,Plants_name,Plants' status,Pollinators,Scientific_name,Scientificn,Sub species,Insect order,PN,Activity,,,
18-09-2022,PF,Post-monsoon,02:45,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Basking,,,
18-09-2022,PF,Post-monsoon,02:45,3,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,02:45,3,,,,Redbreast,Papilio alcmenor,P. alcmenor,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,02:45,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,02:45,3,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,02:45,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Yamfly,Loxura atymnus,L. atymnus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Yamfly,Loxura atymnus,L. atymnus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:05,1,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Common Gull,Cepora nerissa,C. nerissa,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Tabby,Pseudergolis wedah,P. wedah,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Popinjay,Stibochiona nicea,S. nicea,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Common Five Ring,Ypthima baldus,Y. baldus,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:30,6,,,,Maplet,Chersonesia risa risa,C. risa,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:55,7,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:55,7,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:55,7,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
18-09-2022,PF,Post-monsoon,03:55,7,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:00,1,Impatiens glandulifera,I. glandulifera,Native,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,08:00,1,Impatiens glandulifera,I. glandulifera,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,08:00,1,,,,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,7,Flying,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Common Castor,Ariadne merione,A. merione,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Autumn Leaf,Doleschallia bisaltide,D. bisaltide,,Lepidoptera,1,Sitting,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Peacock Pansy,Junonia almana,J. almana,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,08:25,3,,,,Grey Pansy,Junonia atlites,J. atlites,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,2,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,2,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Paris Peacock,Papilio paris,P. paris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,08:50,4,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,3,Flying,,,
19-09-2022,IDH,Post-monsoon,09:20,5,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:20,5,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:20,5,,,,Grey Pansy,Junonia atlites,J. atlites,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:20,5,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:20,5,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:45,6,Achyrospermum wallichianum,A. wallichianum,Native,Dark Yellow-Banded Flat,Celaenorrhinus aurivittata,C. aurivittata,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,09:45,6,Achyrospermum wallichianum,A. wallichianum,Native,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,5,Nectaring,,,
19-09-2022,IDH,Post-monsoon,09:45,6,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:45,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:45,6,,,,Common Gull,Cepora nerissa,C. nerissa,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,09:45,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Tailed Jay,Graphium agamemnon,G. agamemnon,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,3,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Paris Peacock,Papilio paris,P. paris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Dark Yellow-Banded Flat,Celaenorrhinus aurivittata,C. aurivittata,,Lepidoptera,2,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Yamfly,Loxura atymnus,L. atymnus,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,10:10,8,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Indian Red Admiral,Vanessa indica,V. indica,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,02:00,7,Achyrospermum wallichianum,A. wallichianum,Native,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,Impatiens glandulifera,I. glandulifera,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Common Castor,Ariadne merione,A. merione,,Lepidoptera,2,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,,,,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:00,7,Achyrospermum wallichianum,A. wallichianum,Native,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,Ageratum conyzoides,A. conyzoides,Invasive,Common Castor,Ariadne merione,A. merione,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Blue Peacock,Papilio arcturus,P. arcturus,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,Impatiens glandulifera,I. glandulifera,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Tailed Jay,Graphium agamemnon,G. agamemnon,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,02:25,9,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,03:00,11,Achyrospermum wallichianum,A. wallichianum,Native,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,2,Nectaring,,,
19-09-2022,IDH,Post-monsoon,03:00,11,Impatiens glandulifera,I. glandulifera,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
19-09-2022,IDH,Post-monsoon,03:00,11,,,,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,03:00,11,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,03:00,11,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Flying,,,
19-09-2022,IDH,Post-monsoon,03:20,10,,,,Dark Branded Bushbrown,Mycalesis mineus,M. mineus,,Lepidoptera,1,Basking,,,
19-09-2022,IDH,Post-monsoon,03:20,10,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,8,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:05,13,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Basking,,,
20-09-2022,PF,Post-monsoon,08:35,12,,,,Dark Yellow-Banded Flat,Celaenorrhinus aurivittata,C. aurivittata,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:35,12,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:35,12,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:35,12,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:35,12,,,,Orange Oakleaf,Kallima inachus,K. inachus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Yamfly,Loxura atymnus,L. atymnus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,08:50,8,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,Achyrospermum wallichianum,A. wallichianum,Native,Dark Velvet Bob,Koruthaialos butleri,K. butleri,,Lepidoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,11,Achyrospermum wallichianum,A. wallichianum,Native,Habropoda sp.,Habropoda sp.,Habropoda sp.,,Hymenoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,11,Rubus bifrons,R. bifrons,Native,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,11,Rubus bifrons,R. bifrons,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,11,Rubus bifrons,R. bifrons,Native,Xylocopa sp.,Xylocopa sp.,Xylocopa sp.,,Hymenoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,11,Rubus bifrons,R. bifrons,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,11,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,09:15,13,Clerodendrum colebrookianum,C. colebrookianum,Native,Common Bluebottle,Graphium sarpedon,G. sarpedon,,Lepidoptera,2,Nectaring,,,
20-09-2022,PF,Post-monsoon,09:15,13,Clerodendrum colebrookianum,C. colebrookianum,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Common Castor,Ariadne merione,A. merione,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Popinjay,Stibochiona nicea,S. nicea,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Yamfly,Loxura atymnus,L. atymnus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:00,9,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:28,8,,,,Common Evening Brown,Melanitis leda,M. leda,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:28,8,,,,Dark Yellow-Banded Flat,Celaenorrhinus aurivittata,C. aurivittata,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:28,8,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:28,8,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:55,7,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:55,7,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:55,7,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:55,7,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:55,7,Achyrospermum wallichianum,A. wallichianum,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,02:55,7,,,,Dark Yellow-Banded Flat,Celaenorrhinus aurivittata,C. aurivittata,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,02:55,7,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,2,Flying,,,
20-09-2022,PF,Post-monsoon,03:20,5,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,03:20,5,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,03:20,5,,,,Elbowed Pierrot,Caleta elna,C. elna,,Lepidoptera,2,Flying,,,
20-09-2022,PF,Post-monsoon,03:20,5,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,03:20,5,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,03:50,4,Causonis trifolia,C. trifolia,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,2,Nectaring,,,
20-09-2022,PF,Post-monsoon,03:50,4,Causonis trifolia,C. trifolia,Native,Chocolate Albatross,Appias lyncida,A. lyncida,,Lepidoptera,2,Nectaring,,,
20-09-2022,PF,Post-monsoon,03:50,4,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,03:50,4,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,2,Nectaring,,,
20-09-2022,PF,Post-monsoon,03:50,4,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Bombus sp.,Bombus sp.,Bombus sp.,,Hymenoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,03:50,4,Strobilanthes hamiltoniana,S. hamiltoniana,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
20-09-2022,PF,Post-monsoon,04:10,3,,,,Popinjay,Stibochiona nicea,S. nicea,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,04:10,3,,,,Silver Forget-Me-Not,Catochrysops panormus,C. panormus,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,04:10,3,,,,Maplet,Chersonesia risa risa,C. risa,,Lepidoptera,1,Flying,,,
20-09-2022,PF,Post-monsoon,04:10,3,,,,Large yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
26-09-2022,PF,Post-monsoon,08:00,10,Causonis trifolia,C. trifolia,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,3,Nectaring,,,
26-09-2022,PF,Post-monsoon,08:00,10,Causonis trifolia,C. trifolia,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,2,Nectaring,,,
26-09-2022,PF,Post-monsoon,08:00,10,Causonis trifolia,C. trifolia,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,3,Nectaring,,,
26-09-2022,PF,Post-monsoon,08:36,11,Baliospermum calycinum,B. calycinum,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
